Episode,Loss
0,46.97676086425781
1,350.78729248046875
2,246.4852294921875
3,89.11424255371094
4,35061.25
5,755.3390502929688
6,1053.97509765625
7,1186.527099609375
8,182.76678466796875
9,617.65234375
10,968.5218505859375
11,2013.9727783203125
12,276.64483642578125
13,1139.0655517578125
14,784.6294555664062
15,705.278076171875
16,1086.9947509765625
17,236.15655517578125
18,210.43490600585938
19,582.9960327148438
20,1660.1112060546875
21,285.4600830078125
22,1001.1182861328125
23,658.727783203125
24,470.072265625
25,1727.394775390625
26,1044.6287841796875
27,336.47442626953125
28,2500.18310546875
29,1244.27734375
30,2103.3955078125
31,819.7290649414062
32,875.4436645507812
33,1124.598388671875
34,1243.79052734375
35,1880.600341796875
36,289.2767333984375
37,2439.1484375
38,401.39886474609375
39,194.1799774169922
40,1163.352783203125
41,505.58441162109375
42,386471.65625
43,206.86944580078125
44,342.10968017578125
45,1325.816650390625
46,410.22174072265625
47,1020.5517578125
48,605.8984985351562
49,1357.3321533203125
50,1886.571044921875
51,210.90013122558594
52,211.42311096191406
53,203.08203125
54,682.6439208984375
55,1682.65380859375
56,192.31179809570312
57,353.06134033203125
58,902.114501953125
59,639.5557250976562
60,655.00537109375
61,329.2009582519531
62,187.648193359375
63,108.52923583984375
64,113.84822082519531
65,798.8270263671875
66,213.05551147460938
67,1095.076171875
68,317.6368408203125
69,438.614501953125
70,57.4990234375
71,380.6076354980469
72,66.27198028564453
73,1677.48828125
74,2813.37646484375
75,471.6524658203125
76,1249.3409423828125
77,229.22091674804688
78,86.7664794921875
79,685.968994140625
80,1340.06201171875
81,89.82808685302734
82,275.87225341796875
83,1064.884033203125
84,213.00741577148438
85,740.108154296875
86,410.486328125
87,1077.50341796875
88,152.51947021484375
89,885.6062622070312
90,120.05599212646484
91,212.05149841308594
92,1128.4677734375
93,179.73696899414062
94,729.4700927734375
95,624.5028076171875
96,87.45598602294922
97,613.9696655273438
98,465.77850341796875
99,1176.76953125
100,1713.817138671875
101,109.18904113769531
102,484.53125
103,223.00367736816406
104,184.12435913085938
105,172.3700408935547
106,87.6129379272461
107,364.3734130859375
108,508.0361328125
109,77.96926879882812
110,116.11329650878906
111,266.626220703125
112,202.28152465820312
